Start Date,End Date,Num Shows,Headliner,Support,Tickets Sold,Gross USD,Gross Gate,Currency,Venue Capacity,Percentage Sold,Ticket Price Min,Ticket Price Max,Venue Name,Venue City,Venue State,Venue Country,Promoter
10/26/2017,10/26/2017,1,Broken Social Scene,The Belle Game,2507,90320,90320,US DOLLAR,2800,90,36,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/25/2017,10/25/2017,1,Dream Theater,,1701,113575,113575,US DOLLAR,1897,90,49.5,85,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/24/2017,10/24/2017,1,Snakehips,"STWO, Yahtzel",1732,51193,51193,US DOLLAR,2800,62,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/22/2017,10/22/2017,1,Silversun Pickups,Minus The Bear,1924,62640,62640,US DOLLAR,2800,69,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/20/2017,10/21/2017,2,Van Morrison,,3847,307039,307039,US DOLLAR,1924,100,89.5,249.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/19/2017,10/19/2017,1,Oh Wonder,Jaymes Young,2828,84813,84813,US DOLLAR,2828,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/18/2017,10/18/2017,1,Kurt Vile / Courtney Barnett,Jen Cloher,2828,118625,118625,US DOLLAR,2828,100,40.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/16/2017,10/16/2017,1,Nick Murphy,"Charlotte Cardin, Heathered Pearls",2547,89145,89145,US DOLLAR,2800,91,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/15/2017,10/15/2017,1,Bill Maher,,1936,131611,131611,US DOLLAR,1936,100,49.5,95,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/14/2017,10/14/2017,1,Alison Wonderland,Elohim,2828,77963,77963,US DOLLAR,2828,100,27.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/13/2017,10/13/2017,1,The Script,Tom Walker,2497,93700,93700,US DOLLAR,2800,90,37.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/4/2017,10/4/2017,1,Misterwives,"Smallpools, Vinyl Theatre",1719,54166,54166,US DOLLAR,2800,62,31.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/30/2017,9/30/2017,1,Bleachers,"Bishop Briggs, Tangerine ",2026,61919,61919,US DOLLAR,2800,73,30.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/28/2017,9/29/2017,2,Rüfüs Du Sol,King Henry,5843,204505,204505,US DOLLAR,2922,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/27/2017,9/27/2017,1,Mura Masa,,2740,75465,75465,US DOLLAR,2800,98,27.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/26/2017,9/26/2017,1,Apocalyptica,,1140,44005,44005,US DOLLAR,1919,60,29.5,39.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/23/2017,9/23/2017,1,Blood Orange ,,2737,95795,95795,US DOLLAR,2800,98,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/22/2017,9/22/2017,1,Gov't Mule,,1915,76165,76165,US DOLLAR,2800,69,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/21/2017,9/21/2017,1,Milky Chance,,2563,105167,105167,US DOLLAR,2800,92,41,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/16/2017,9/16/2017,1,Jason Isbell,Frank Turner,2921,131445,131445,US DOLLAR,2921,100,45,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/15/2017,9/15/2017,1,Café Tacvba,,2828,133540,133540,US DOLLAR,2828,100,39.5,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/14/2017,9/14/2017,1,Tom Segura,,1696,59800,59800,US DOLLAR,1853,92,25,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/13/2017,9/13/2017,1,Black Star,Jallal,2535,114260,114260,US DOLLAR,2800,91,45,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/7/2017,9/7/2017,1,Haim,LPX,2876,110726,110726,US DOLLAR,2876,100,38.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/6/2017,9/6/2017,1,Steve Winwood,Lilly Winwood,1493,126654,126654,US DOLLAR,1800,83,59.5,119.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/29/2017,,1,The Australian Pink Floyd Show,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/22/2017,8/23/2017,2,Sylvan Esso,Flock Of Dimes,5920,162800,162800,US DOLLAR,2960,100,27.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/17/2017,8/17/2017,1,The Decemberists,Olivia Chaney,2839,127785,127785,US DOLLAR,2839,100,45,50,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/16/2017,,1,Washed Out,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/14/2017,8/14/2017,1,2 Chainz,"Trap Karaoke, Young Dolph",2119,84108,84108,US DOLLAR,2800,76,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/12/2017,8/12/2017,1,Jill Scott,Staceyann Chin,1868,170430,170430,US DOLLAR,1868,100,65,145,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/21/2017,7/21/2017,1,Sufjan Stevens/Nico Muhly/Bryce Dessner/James McAlister,Thao Nguyen,2907,143897,143897,US DOLLAR,2907,100,49.5,50,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/15/2017,7/15/2017,1,Beck,Alex Edelman,2828,179973,179973,US DOLLAR,2828,100,59.5,79.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/14/2017,7/14/2017,1,The Roots,W. Kamau Bell,2909,178766,178766,US DOLLAR,2909,100,59.5,85,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/8/2017,7/8/2017,1,All Time Low,"SWMRS, The Wrecks, Waterparks",2556,75474,75474,US DOLLAR,2828,91,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/7/2017,7/7/2017,1,Duran Duran,DJ Omar Perez,2828,263906,263906,US DOLLAR,2828,100,89.5,129.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/2/2017,6/2/2017,1,Trey Songz,,2927,116090,116090,US DOLLAR,2927,100,49.5,69.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/27/2017,5/27/2017,1,Midnight Oil,All Our Exes Live In Texas,2938,116090,116090,US DOLLAR,2938,100,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/20/2017,5/20/2017,1,The Jesus And Mary Chain,The Warlocks,2189,82225,82225,US DOLLAR,2800,79,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/13/2017,,1,The Head And The Heart,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
5/12/2017,5/12/2017,1,Conor Oberst,"Julien Baker, Phoebe Bridgers",1943,70092,70092,US DOLLAR,2800,70,36,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/10/2017,5/10/2017,1,The Flaming Lips,Klangstof,2818,139541,139541,US DOLLAR,2818,100,49.5,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/6/2017,5/6/2017,1,Old Crow Medicine Show,,2656,105061,105061,US DOLLAR,2800,95,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/4/2017,5/4/2017,1,Flogging Molly,"Dylan Walshe, The White Buffalo",1787,72518,72518,US DOLLAR,2800,64,40.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/30/2017,5/1/2017,2,The Magnetic Fields,,2569,113796,113796,US DOLLAR,1853,69.5,39.5,50,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/28/2017,4/28/2017,1,Rebelution,Eligh,2828,98980,98980,US DOLLAR,2828,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/24/2017,4/26/2017,3,Deadmau5,Feed Me,8820,308735,308735,US DOLLAR,2940,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/22/2017,4/22/2017,1,Bill Maher,,1970,133208,133208,US DOLLAR,1970,100,49.5,95,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/18/2017,4/18/2017,1,Röyksopp,Marcus Marr,2524,88465,88465,US DOLLAR,2828,90,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/14/2017,4/14/2017,1,Coheed And Cambria,The Dear Hunter,2690,94205,94205,US DOLLAR,2828,96,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/13/2017,,1,The New Pornographers,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
4/12/2017,4/12/2017,1,Bonobo,The Range,2928,102480,102480,US DOLLAR,2928,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/9/2017,4/9/2017,1,Sigur Rós,,2828,160940,160940,US DOLLAR,2828,100,55,80,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/5/2017,,1,Richard Ashcroft,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
4/2/2017,4/2/2017,1,"""Peppa Pig Live""",,1859,76623,76623,US DOLLAR,1859,100,17,59.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/30/2017,3/30/2017,1,Passenger,The Paper Kites,2185,76560,76560,US DOLLAR,2800,79,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/24/2017,3/24/2017,1,Marc Maron,,1894,66290,66290,US DOLLAR,1894,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/22/2017,,1,The Kills,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
3/18/2017,3/18/2017,1,Lake Street Dive,Joey Dosik,2950,103250,103250,US DOLLAR,2950,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/17/2017,3/17/2017,1,Lettuce,"Russ Liquid, The Floozies",2492,74592,74592,US DOLLAR,2800,89,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/16/2017,3/16/2017,1,"""Electric Bounce House""","Axwell ^ Ingrosso, Krewella, Steve Aoki, St. John",2828,138572,138572,US DOLLAR,2828,100,49,0,Fox Theater,Oakland,CA,United States,CBS Radio
3/14/2017,3/14/2017,1,Tchami,Mercer,2746,68915,68915,US DOLLAR,2800,99,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/11/2017,3/11/2017,1,Umphrey's McGee,Spafford ,2112,63245,63245,US DOLLAR,2800,76,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/1/2017,,1,Billy Crystal,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
2/27/2017,2/27/2017,1,"""Noise Pop Festival""","Axis: Sova, Shannon And The Clams, White Fence",2419,60475,60475,US DOLLAR,2800,87,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/25/2017,2/25/2017,1,"""Noise Pop Festival""",Kilo Kish,2618,72058,72058,US DOLLAR,2800,94,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/24/2017,2/24/2017,1,"""Experience Hendrix""","Billy Cox, Buddy Guy, Chris Layton, Dweezil Zappa, Henri Brown, Jonny Lang, Keb' Mo', Kenny Wayne Shepherd, Mato Nanji, Noah Hunt, The Slide Brothers, Zakk Wylde",1735,150982,150982,US DOLLAR,1735,100,59.5,135,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/17/2017,2/17/2017,1,"""My Favorite Murder""","Georgia Hardstark, Karen Kilgariff",1956,57702,57702,US DOLLAR,1956,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/16/2017,2/16/2017,1,Russ,,2828,83498,83498,US DOLLAR,2828,100,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/8/2017,2/8/2017,1,Tove Lo,Phoebe Ryan,2828,99005,99005,US DOLLAR,2828,100,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/3/2017,2/3/2017,1,Run The Jewels,"CUZ, Gangsta Boo, Nick Hook, The Gaslamp Killer",2828,102900,102900,US DOLLAR,2828,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/21/2017,1/21/2017,1,AFI,"Souvenirs, The Chain Gang Of 1974",2828,91822,91822,US DOLLAR,2828,100,31,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/7/2017,1/7/2017,1,Tycho,Nitemoves,2947,103145,103145,US DOLLAR,2947,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/31/2016,12/31/2016,1,"""Les Claypool's Silver Anniversary Extravaganza""","Duo De Twang, Primus, The Claypool Lennon Delirium",2932,191074,191074,US DOLLAR,2932,100,49.5,69.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/17/2016,12/17/2016,1,Metallica,,2800,165550,165550,US DOLLAR,2800,100,25,100,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/16/2016,12/16/2016,1,John Prine,Sara Watkins,1827,125357,125357,US DOLLAR,1827,100,49.5,99.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/15/2016,12/15/2016,1,Kehlani,"Ambre, Lil Uzi Vert, Marteen, Noodles",2976,87792,87792,US DOLLAR,2976,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/14/2016,12/14/2016,1,"""Oakland United:  A Benefit Supporting Oakland Relief""","Boots Riley, Christopher Willits, Dan Deacon, Geographer, Hieroglyphics, Jay Som, Primus, Rogue Wave, Sidecar Tommy, Thao Nguyen, Tune-Yards, Tycho",2800,131232,131232,US DOLLAR,2800,100,35,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/13/2016,12/13/2016,1,Tig Notaro,,1856,58765,58765,US DOLLAR,1856,100,25,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/12/2016,12/12/2016,1,Snoop Dogg,"Bone Thugs-N-Harmony, Dru Down, Luniz, Warren G",2828,193462,193462,US DOLLAR,2828,100,69.5,89.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/11/2016,12/11/2016,1,Moderat,Telefon Tel Aviv,2498,87680,87680,US DOLLAR,2800,90,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/10/2016,12/10/2016,1,Lane 8,Matt Hubert,1861,46525,46525,US DOLLAR,2800,67,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/9/2016,12/9/2016,1,Yasiin Bey aka Mos Def,"Jallal, Reggie Watts",2800,111974,111974,US DOLLAR,2800,100,40.5,45,Fox Theater,Oakland,CA,United States,"Ankh Marketing, Another Planet Entertainment"
12/3/2016,12/3/2016,1,Beats Antique,Devotchka,2777,97620,97620,US DOLLAR,2800,100,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/1/2016,12/2/2016,2,Two Door Cinema Club,Broods,5538,193985,193985,US DOLLAR,2800,99,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/30/2016,11/30/2016,1,The Naked And Famous,"The Chain Gang Of 1974, XYLO",2199,65036,65036,US DOLLAR,2800,79,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/25/2016,11/28/2016,2,YG,"Kamaiyah, RJ, Sad Boy",5738,175040,175040,US DOLLAR,2869,100,30.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/23/2016,,1,Jai Wolf,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/19/2016,11/20/2016,2,Sturgill Simpson,The London Souls,5638,197395,197395,US DOLLAR,2819,100,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/18/2016,11/18/2016,1,Iration,"The Expendables, Through The Roots",2527,75031,75031,US DOLLAR,2800,91,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/16/2016,11/16/2016,1,Neko Case,"Eric Bachmann, Jon Rauhouse",1517,69862,69862,US DOLLAR,1849,83,46,50,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/15/2016,11/15/2016,1,Amos Lee,T Sisters,1549,83927,83927,US DOLLAR,1849,84,49.5,70,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/12/2016,11/12/2016,1,Joe Russo's Almost Dead,,2600,98030,98030,US DOLLAR,2800,93,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/11/2016,,1,Cherub,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/9/2016,11/9/2016,1,Mac Miller,"Andre Power, ClockworkDJ",2586,90545,90545,US DOLLAR,2800,93,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/6/2016,11/7/2016,2,Joan Baez,,3720,255050,255050,US DOLLAR,1860,100,55,85,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/5/2016,11/5/2016,1,Bob Moses,"Harrison Brome, Sebastian Mullaert, Shiny Objects",2107,62371,62371,US DOLLAR,2800,76,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/4/2016,,1,Goldroom / Autograf,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/27/2016,10/28/2016,2,Pet Shop Boys,,5370,333653,333653,US DOLLAR,2685,100,49.5,70,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/22/2016,10/22/2016,1,Young The Giant,Ra Ra Riot,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/20/2016,,1,Bon Iver,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/19/2016,,1,Bon Iver,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/18/2016,,1,Bon Iver,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/16/2016,,1,Hannibal Buress,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/14/2016,10/15/2016,2,Seven Lions,"Grum, Pegboard Nerds, Unlike Pluto",5277,123563,123563,US DOLLAR,2800,94.5,20.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/13/2016,10/13/2016,1,Schoolboy Q,"DJ Amack Armon, Joey Bada$$",2716,122425,122425,US DOLLAR,2800,97,45,50,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/12/2016,10/12/2016,1,Fitz And The Tantrums,Tyler Glenn,1780,62400,62400,US DOLLAR,2800,64,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/8/2016,10/8/2016,1,Bob Weir,"Bryan Devendorf, Jon Shaw, Josh Kaufman, Scott Devendorf, Steve Kimock",2529,151722,151722,US DOLLAR,2800,91,58,78,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/7/2016,10/7/2016,1,St. Lucia,BAIO,1814,49920,49920,US DOLLAR,2800,65,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/6/2016,,1,Grouplove,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/5/2016,10/5/2016,1,Phantogram,The Range,2821,105813,105813,US DOLLAR,2821,100,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/2/2016,,1,Tracy Morgan,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/1/2016,10/1/2016,1,Tegan And Sara,Shura,2938,127803,127803,US DOLLAR,2938,100,43.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/26/2016,,1,Foals,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/25/2016,,1,Natalia LaFourcade,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/24/2016,9/24/2016,1,Tritonal,Apek,2655,94590,94590,US DOLLAR,2800,95,35,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/22/2016,9/22/2016,1,Lindsey Stirling,The Federal Empire,1847,84820,84820,US DOLLAR,1847,100,35,70,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/21/2016,9/21/2016,1,St. Paul And The Broken Bones,Seratones,2262,66960,66960,US DOLLAR,2800,81,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/20/2016,9/20/2016,1,Cold War Kids,The Strumbellas,1983,58730,58730,US DOLLAR,2800,71,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/19/2016,9/19/2016,1,Atmosphere,"Brother Ali, Dem Atlas, Last Word, Plain Ole Bill",2316,86992,86992,US DOLLAR,2800,83,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/17/2016,9/17/2016,1,Local Natives,Charlotte Day Wilson,2660,93255,93255,US DOLLAR,2800,95,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/15/2016,9/16/2016,2,"""Brainfeeder""","Flying Lotus, George Clinton And Parliament Funkadelic , Shabazz Palaces, The Gaslamp Killer, Thundercat",5600,251085,251085,US DOLLAR,2800,100,45,50,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/10/2016,9/10/2016,1,Gad Elmaleh,,1727,65555,65555,US DOLLAR,1869,93,35,50,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/8/2016,9/9/2016,2,Tedeschi Trucks Band,Nicki Bluhm &amp; The Gramblers,4210,231788,231788,US DOLLAR,2800,75.5,52.5,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/1/2016,,1,The Australian Pink Floyd Show,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/27/2016,,1,El Tri,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/19/2016,,1,Broods,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/17/2016,8/17/2016,1,Ben Harper & The Innocent Criminals,The Jack Moves,2819,153013,153013,US DOLLAR,2819,100,52.5,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/10/2016,,1,Gregory Alan Isakov,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/4/2016,,1,Cornelius,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/3/2016,8/3/2016,1,Flogging Molly,Frank Turner,2676,105856,105856,US DOLLAR,2800,96,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/19/2016,7/19/2016,1,Bela Fleck & Chris Thile / Chris Thile,,1641,82538,82538,US DOLLAR,1817,91,39.5,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/16/2016,7/16/2016,1,"""Welcome To Night Vale""",Erin McKeown,1717,53000,53000,US DOLLAR,1717,100,27.5,33,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/14/2016,7/15/2016,2,Widespread Panic,,5286,274350,274350,US DOLLAR,2800,94.5,55,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/22/2016,6/22/2016,1,Mudcrutch,The Shelters,2800,200165,200165,US DOLLAR,2800,100,69.5,89.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/18/2016,6/18/2016,1,Gregory Porter,Kandace Springs,1005,59686,59686,US DOLLAR,1859,55,37.75,70,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/17/2016,6/17/2016,1,John Carpenter,,1279,67825,67825,US DOLLAR,1859,69,39.5,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/11/2016,6/11/2016,1,The Growlers,Jonathan Richman,2295,57375,57375,US DOLLAR,2800,82,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/8/2016,6/8/2016,1,Caravan Palace,Delachaux,2527,88845,88845,US DOLLAR,2800,91,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/4/2016,6/4/2016,1,The Kills,L.A. Witch,2474,86695,86695,US DOLLAR,2800,89,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/29/2016,5/29/2016,1,Lamb Of God,"Clutch, Corrosion Of Conformity",2690,106574,106574,US DOLLAR,2800,97,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/26/2016,5/26/2016,1,Gorgon City / Rudimental,"219 Boys, Ardalan",2397,94803,94803,US DOLLAR,2800,86,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/23/2016,5/23/2016,1,"""Comedy Bang! Bang!""","Lauren Lapkus, Paul F. Tompkins, Scott Aukerman, The Neil Campbell Collective",1854,64890,64890,US DOLLAR,1854,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/18/2016,5/19/2016,2,Tori Kelly,Thirdstory,5650,183820,183820,US DOLLAR,2825,100,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/13/2016,5/13/2016,1,Caifanes,,2828,173699,173699,US DOLLAR,2828,100,49.5,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/12/2016,,1,David Cross,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
5/9/2016,5/9/2016,1,The Neighbourhood,"Amir Obe, Kevin Abstract",2282,72904,72904,US DOLLAR,2800,82,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/8/2016,5/8/2016,1,Dream Theater,,1732,114746,114746,US DOLLAR,1859,94,49.5,85,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/7/2016,5/7/2016,1,Explosions In The Sky,Disappears,2828,98980,98980,US DOLLAR,2828,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/6/2016,5/6/2016,1,Mayer Hawthorne,Gabriel Garzón-Montano,2395,77645,77645,US DOLLAR,2800,86,32.35,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/26/2016,4/26/2016,1,Zhu,Gallant,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/23/2016,4/23/2016,1,Bonnie Raitt,The California Honeydrops,1915,165758,165758,US DOLLAR,1915,100,59.5,125,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/22/2016,4/22/2016,1,James Bay ,Joseph,2800,91000,91000,US DOLLAR,2800,100,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/20/2016,4/20/2016,1,Grimes,Tei Shi,2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/18/2016,4/19/2016,2,Chvrches,Wolf Alice,5600,196000,196000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/17/2016,4/17/2016,1,M83,Yacht,2800,119000,119000,US DOLLAR,2800,100,42.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/16/2016,4/16/2016,1,Underworld,,2285,113179,113179,US DOLLAR,2800,82,49.5,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/14/2016,4/14/2016,1,Parov Stelar,,2715,95165,95165,US DOLLAR,2800,97,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/8/2016,4/8/2016,1,Generation Axe,"Nuno Bettencourt, Steve Vai, Tosin Abasi, Yngwie Malmsteen, Zakk Wylde",1542,102980,102980,US DOLLAR,1819,85,49.5,79.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/1/2016,4/2/2016,2,Father John Misty,Tess &amp; Dave,5600,196000,196000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/31/2016,,1,Too Short,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
3/27/2016,3/27/2016,1,Joanna Newsom,Robin Pecknold ,1940,81030,81030,US DOLLAR,1940,100,35,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
