Start Date,End Date,Num Shows,Headliner,Support,Tickets Sold,Gross USD,Gross Gate,Currency,Venue Capacity,Percentage Sold,Ticket Price Min,Ticket Price Max,Venue Name,Venue City,Venue State,Venue Country,Promoter
4/28/2014,4/28/2014,1,Franz Ferdinand,Cate Le Bon,2540,100440,100440,US DOLLAR,2800,91,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/24/2014,4/26/2014,3,String Cheese Incident,Moon Hooch,7452,373515,373515,US DOLLAR,2800,89,49.95,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/19/2014,4/19/2014,1,Broken Bells,Au Revoir Simone,2800,91008,91008,US DOLLAR,2800,100,33.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/17/2014,4/18/2014,2,Empire Of The Sun,Vin Sol,5600,221200,221200,US DOLLAR,2800,100,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/15/2014,4/16/2014,2,The Knife,"Deep Aerobics, DJ Rapid Fire",5600,196000,196000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/14/2014,4/14/2014,1,Bryan Ferry,Dawn Landes,2326,123955,123955,US DOLLAR,2800,84,45,60,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/12/2014,4/12/2014,1,Diana Krall,,1695,164974,164974,US DOLLAR,1695,100,59.5,130,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/9/2014,4/11/2014,3,Neutral Milk Hotel,Elf Power,8400,331800,331800,US DOLLAR,2800,100,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/8/2014,4/8/2014,1,Pet Shop Boys,DJ Omar Perez,1925,121733,121733,US DOLLAR,2800,69,49.5,70,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/5/2014,4/5/2014,1,Yonder Mountain String Band,The Brothers Comatose,1875,48095,48095,US DOLLAR,2800,67,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/4/2014,,1,The Neighbourhood,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
4/3/2014,4/3/2014,1,Fitz And The Tantrums,"Bad Suns, Nightmare And The Cat",2624,85280,85280,US DOLLAR,2800,94,32.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/28/2014,3/29/2014,2,Widespread Panic,,5600,277200,277200,US DOLLAR,2800,100,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/26/2014,3/27/2014,2,Lorde,Lo-Fang,5600,238000,238000,US DOLLAR,2800,100,42.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/23/2014,3/25/2014,3,Kraftwerk,,8400,516938,516938,US DOLLAR,2800,100,49.5,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/22/2014,3/22/2014,1,St. Vincent,Noveller,2800,82655,82655,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/21/2014,3/21/2014,1,Jackie Greene,"The Mother Hips, Tumbleweed Wanderers",1987,58842,58842,US DOLLAR,2800,71,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/15/2014,3/15/2014,1,Prince,,2800,303800,303800,US DOLLAR,2800,100,99.5,199.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/14/2014,3/14/2014,1,Flogging Molly,"Jerry Hannan, Johnny Madcap &amp; The Distractions",2800,93800,93800,US DOLLAR,2800,100,33.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/8/2014,3/8/2014,1,Umphrey's McGee,The California Honeydrops,2263,57955,57955,US DOLLAR,2800,81,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/22/2014,2/22/2014,1,Pentatonix,,2800,91750,91750,US DOLLAR,2800,100,25,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/21/2014,2/21/2014,1,Pixies,Best Coast,2800,154000,154000,US DOLLAR,2800,100,55,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/20/2014,2/20/2014,1,Phantogram,White Sea,2800,74200,74200,US DOLLAR,2800,100,26.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/19/2014,2/19/2014,1,Amos Lee,Langhorne Slim,1820,74814,74814,US DOLLAR,1820,100,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/18/2014,2/18/2014,1,2 Chainz,"August Alsina, Pusha T",2800,111684,111684,US DOLLAR,2800,100,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/15/2014,2/15/2014,1,Panic! At The Disco,"The Colourist, X Ambassadors",2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/8/2014,,1,"""Elevate Oakland Benefit Concert""",,,,,,,0,,,Fox Theater,Oakland,CA,United States,
2/7/2014,2/7/2014,1,Skrillex,,2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/6/2014,2/6/2014,1,Young The Giant,Cayucas,2800,82793,82793,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/1/2014,2/1/2014,1,Mayer Hawthorne,"Gavin Turek, Quadron",2800,77000,77000,US DOLLAR,2800,100,27.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/31/2014,,1,Magik Magik Orchestra,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
1/23/2014,1/23/2014,1,Jake Bugg,"Albert Hammond Jr., The Skins",1601,47374,47374,US DOLLAR,2800,58,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/31/2013,12/31/2013,1,Primus,The Les Claypool Frog Brigade,2800,172313,172313,US DOLLAR,2800,100,49.5,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/5/2013,12/5/2013,1,The Head And The Heart,"Rayland Baxter, Rose Windows",2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/17/2013,11/17/2013,1,Chvrches,Basecamp,2800,70000,70000,US DOLLAR,2800,100,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/15/2013,11/15/2013,1,Toro Y Moi,Classixx,2358,65228,65228,US DOLLAR,2800,85,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/9/2013,11/9/2013,1,Lamb Of God / Killswitch Engage,"Huntress, Testament",2800,98465,98465,US DOLLAR,2800,100,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/2/2013,11/2/2013,1,Cut Copy,"Classixx, Kauf, Larry Gus",2800,98140,98140,US DOLLAR,2800,100,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/1/2013,11/1/2013,1,Iron & Wine,Laura Mvula,2732,95860,95860,US DOLLAR,2800,98,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/31/2013,10/31/2013,1,Gov't Mule,Robby Krieger,1879,66215,66215,US DOLLAR,2800,68,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/30/2013,,1,Sugar Blue,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/29/2013,10/29/2013,1,Two Door Cinema Club,"Peace, St. Lucia",2800,91000,91000,US DOLLAR,2800,100,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/27/2013,10/28/2013,2,Mark Knopfler,,3684,362884,362884,US DOLLAR,1919,96,65.5,129.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/26/2013,10/26/2013,1,Joe Satriani,Living Colour,1625,97957,97957,US DOLLAR,1793,91,39.5,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/25/2013,10/25/2013,1,The Naked And Famous,"Black English, The Colourist",2612,77406,77406,US DOLLAR,2800,94,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/21/2013,10/21/2013,1,Passion Pit,The Joy Formidable,1973,88920,88920,US DOLLAR,2800,71,45,50,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/18/2013,10/18/2013,1,City and Colour,The Paper Kites,2717,88400,88400,US DOLLAR,2800,98,32.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/12/2013,10/12/2013,1,Jack Johnson,Bahamas,2800,194600,194600,US DOLLAR,2800,100,69.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/11/2013,10/11/2013,1,Michael Franti,Ethan Tucker,2717,88400,88400,US DOLLAR,2800,98,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/8/2013,10/9/2013,2,Zedd,Alex Metric,5600,196000,196000,US DOLLAR,2800,100,35,63,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/5/2013,10/7/2013,2,Pet Shop Boys,Jacques Lu Cont,5011,310563,310563,US DOLLAR,2800,89.5,49.5,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/4/2013,10/4/2013,1,Matt Nathanson,Joshua Radin,2644,78180,78180,US DOLLAR,2800,95,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/2/2013,10/2/2013,1,Gary Clark Jr.,Max Frost,2684,79431,79431,US DOLLAR,2800,96,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/28/2013,,1,Wolfgang Gartner / Tommy Trash,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/27/2013,,1,Arctic Monkeys,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/26/2013,,1,Arctic Monkeys,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/21/2013,9/21/2013,1,Boz Scaggs,"DJ Harry Duncan, Steve Freund",1631,104395,104395,US DOLLAR,1631,100,55,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/19/2013,9/19/2013,1,Bassnectar,Andreilien,2800,105168,105168,US DOLLAR,2800,100,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/12/2013,9/12/2013,1,Local Natives,Wild Nothing,2542,75231,75231,US DOLLAR,2800,91,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/6/2013,,1,Big Gigantic,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/29/2013,8/30/2013,2,Alt-J,Royal Canoe,5600,196000,196000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/9/2013,8/9/2013,1,Ivete Sangalo,,1632,121180,121180,US DOLLAR,2800,59,55,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/21/2013,7/21/2013,1,David Byrne And St. Vincent,,2800,147750,147750,US DOLLAR,2800,100,45,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/13/2013,7/13/2013,1,Portugal. The Man,Avi Buffalo,2606,77585,77585,US DOLLAR,2800,94,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/16/2013,6/16/2013,1,Fall Out Boy,New Politics,2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/14/2013,6/14/2013,1,Caifanes,,1746,109542,109542,US DOLLAR,2800,63,49.5,70,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/8/2013,,1,Liquid Stranger,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
5/30/2013,5/30/2013,1,The xx,Hundred Waters,2800,119000,119000,US DOLLAR,2800,100,42.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/29/2013,5/29/2013,1,Tame Impala,Jonathan Wilson,2800,77000,77000,US DOLLAR,2800,100,27.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/25/2013,5/25/2013,1,Flying Lotus,"Teebs, Thundercat",1869,55928,55928,US DOLLAR,2800,67,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/24/2013,,1,The Presets / Dragonette,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
5/18/2013,,1,Billy Collins,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
5/17/2013,,1,Caifanes,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
5/16/2013,5/16/2013,1,Of Monsters And Men,Half Moon Run,2800,100800,100800,US DOLLAR,2800,100,36,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/5/2013,5/5/2013,1,Armin Van Buuren,Antillas,2800,144274,144274,US DOLLAR,2800,100,45,55,Fox Theater,Oakland,CA,United States,"Another Planet Entertainment, Insomniac"
4/27/2013,4/27/2013,1,Crystal Castles,"Buried Child, Doldrums",2583,102232,102232,US DOLLAR,2800,93,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/21/2013,4/21/2013,1,Keyshia Cole,"Chrisette Michele, Mateo",2108,100525,100525,US DOLLAR,2800,76,45,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/19/2013,4/20/2013,2,Trey Anastasio,,5600,238000,238000,US DOLLAR,2800,100,42.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/18/2013,4/18/2013,1,Metric,Mona,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/17/2013,4/17/2013,1,Vampire Weekend,Tanlines,2800,113400,113400,US DOLLAR,2800,100,40.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/16/2013,4/16/2013,1,Sigur Rós,Oneohtrix Point Never,2800,138600,138600,US DOLLAR,2800,100,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/13/2013,4/13/2013,1,Band Of Horses,The Olms,2800,107874,107874,US DOLLAR,2800,100,38.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/12/2013,4/12/2013,1,2 Chainz,"DJ D Sharp, John Hart",2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/10/2013,4/10/2013,1,Modest Mouse,Survival Knife,2800,126000,126000,US DOLLAR,2800,100,45,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/5/2013,,1,Big Sean,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
3/23/2013,3/23/2013,1,Black Star,"DJ D Sharp, First Light, Opio, Pep Love",2641,105288,105288,US DOLLAR,2800,95,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/20/2013,3/20/2013,1,Josh Ritter,Sea Wolf,1285,48218,48218,US DOLLAR,1800,72,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/16/2013,3/16/2013,1,Umphrey's McGee,The Bright Light Social Hour,1911,48540,48540,US DOLLAR,2800,69,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/9/2013,3/9/2013,1,Flogging Molly,"Donots, Mariachi El Bronx",2800,91000,91000,US DOLLAR,2800,100,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/5/2013,3/5/2013,1,Alabama Shakes,"Michael Kiwanuka, Riley Downing, Sam Doores",2800,91000,91000,US DOLLAR,2800,100,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/1/2013,3/1/2013,1,STS9,Tycho,2800,83662,83662,US DOLLAR,2800,100,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/28/2013,2/28/2013,1,B.B. King,Bhi Bhiman,1775,120785,120785,US DOLLAR,1775,100,45.5,85.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/12/2013,2/13/2013,2,Soundgarden,,5600,333200,333200,US DOLLAR,2800,100,59.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/8/2013,2/8/2013,1,Ellie Goulding,St. Lucia,2800,105000,105000,US DOLLAR,2800,100,37.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/7/2013,2/7/2013,1,Fun.,Andrew McMahon in the Wilderness,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/30/2013,1/30/2013,1,Local Natives,Superhumanoids,2800,70000,70000,US DOLLAR,2800,100,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/31/2012,12/31/2012,1,Erykah Badu,"Syd Tha Kyd, The Coup",2800,201033,201033,US DOLLAR,2800,100,59.5,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/19/2012,,1,Rufus Wainwright,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
12/14/2012,,1,Boys Noize,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
12/12/2012,12/12/2012,1,Santigold,White Arrows,2800,77000,77000,US DOLLAR,2800,100,27.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/6/2012,12/6/2012,1,Bloc Party,Dum Dum Girls,2332,81965,81965,US DOLLAR,2800,84,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/26/2012,11/26/2012,1,Metalocalypse: Dethklok,"All That Remains, Machine Head, The Black Dahlia Murder",2286,80755,80755,US DOLLAR,2800,82,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/25/2012,11/25/2012,2,"""Yo Gabba Gabba""",,3046,140025,140025,US DOLLAR,1655,92.5,35,70,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/19/2012,11/19/2012,1,Nas / Lauryn Hill,Jhene Aiko,2800,165390,165390,US DOLLAR,2800,100,49.5,79.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/17/2012,,1,Neurosis,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/10/2012,11/10/2012,1,Brandi Carlile,Blitzen Trapper,2113,74235,74235,US DOLLAR,2800,76,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/9/2012,11/9/2012,1,"""Sonar On Tour""","Azari &amp; III, Die Antwoord, Nic Fanciulli, Paul Kalkbrenner, Seth Troxler",2031,99565,99565,US DOLLAR,2800,73,39.5,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/6/2012,11/6/2012,1,Cat Power,"Entrance, The Goat",2302,86493,86493,US DOLLAR,2800,83,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/3/2012,11/3/2012,1,Grace Potter And The Nocturnals,Rayland Baxter,2189,65054,65054,US DOLLAR,2800,79,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/2/2012,11/2/2012,1,Knife Party,"Baauer, Kill The Noise, Tommy Trash, Zane Lowe",2800,110640,110640,US DOLLAR,2800,100,39.5,40,Fox Theater,Oakland,CA,United States,"Another Planet Entertainment, HARD"
10/28/2012,10/28/2012,1,Band Of Horses,Howlin' Rain,2521,75850,75850,US DOLLAR,2800,91,30,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/26/2012,10/26/2012,1,Matt and Kim,Oberhofer,1652,41590,41590,US DOLLAR,2800,59,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/25/2012,10/25/2012,1,Flying Lotus,"Jeremiah Jae, Teebs, The Gaslamp Killer",2410,61310,61310,US DOLLAR,2800,87,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/24/2012,10/24/2012,1,A$AP Rocky,"Danny Brown (Rapper), Schoolboy Q",2706,74823,74823,US DOLLAR,2800,97,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/23/2012,10/23/2012,1,Two Door Cinema Club,"Friends, St. Lucia",2800,82820,82820,US DOLLAR,2800,100,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/22/2012,10/22/2012,1,Crystal Castles,Kontravoid,2476,97841,97841,US DOLLAR,2800,89,39.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/19/2012,10/19/2012,1,Major Lazer,"Kingdom, Team No Sleep",2102,63800,63800,US DOLLAR,2800,76,29.5,38.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/18/2012,10/18/2012,1,The Script,Erin McCarley,1796,67408,67408,US DOLLAR,2800,65,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/9/2012,10/9/2012,1,Grizzly Bear / Lower Dens,,2800,92400,92400,US DOLLAR,2800,100,33,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/8/2012,,1,Grizzly Bear,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/5/2012,10/5/2012,1,New Order,Run Run Run,2800,147750,147750,US DOLLAR,2800,100,45,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/3/2012,,1,Melissa Etheridge,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/2/2012,10/2/2012,1,Slash,"Foxy Shazam, Myles Kennedy, The Conspirators",1723,64720,64720,US DOLLAR,1850,94,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/30/2012,,1,The Gaslight Anthem,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/29/2012,,1,Citizen Cope,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/28/2012,9/28/2012,1,Beach House,Dustin Wong,2800,77000,77000,US DOLLAR,2800,100,27.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/27/2012,,1,Mac Miller,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/21/2012,9/22/2012,2,Animal Collective,Micachu,4673,164270,164270,US DOLLAR,2800,83.5,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/12/2012,9/12/2012,1,Silversun Pickups,"Atlas Genius, School Of Seven Bells",2306,86618,86618,US DOLLAR,2800,83,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/11/2012,9/11/2012,1,Hot Chip,Yacht,2535,89000,89000,US DOLLAR,2800,91,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/10/2012,,1,The Hives,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/9/2012,9/9/2012,1,Gotye,"Chairlift, Jonti",2800,117700,117700,US DOLLAR,2800,100,42.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/6/2012,9/6/2012,1,The Tallest Man On Earth,Strand Of Oaks,1692,50930,50930,US DOLLAR,1793,95,30,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/3/2012,9/3/2012,1,Beirut,,2800,98295,98295,US DOLLAR,2800,100,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/1/2012,9/1/2012,1,Yeasayer,Daughn Gibson,1819,45910,45910,US DOLLAR,2800,65,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/9/2012,8/9/2012,1,Café Tacvba,Bang Data,2800,111021,111021,US DOLLAR,2800,100,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/28/2012,7/28/2012,1,Fiona Apple,Blake Mills,2800,147000,147000,US DOLLAR,2800,100,52.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/27/2012,7/27/2012,1,Dirty Projectors,Wye Oak,2139,54090,54090,US DOLLAR,2800,77,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/30/2012,6/30/2012,1,Keane,Kiev,2475,97933,97933,US DOLLAR,2800,89,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/17/2012,6/17/2012,1,Scissor Sisters,Rye Rye,2448,96850,96850,US DOLLAR,2800,88,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/5/2012,6/5/2012,1,Sleep,"Kowloon Walled City, Oxbow",1969,50430,50430,US DOLLAR,2800,71,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/1/2012,6/1/2012,1,Caifanes,,2532,160009,160009,US DOLLAR,2800,91,49.5,70,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/24/2012,5/24/2012,1,Tenacious D,,2800,119000,119000,US DOLLAR,2800,100,42.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/19/2012,,1,Best Coast,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
5/12/2012,5/12/2012,1,Calle 13,Bang Data,2004,79818,79818,US DOLLAR,2800,72,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/11/2012,5/11/2012,1,Rufus Wainwright,Krystle Warren,1548,67740,67740,US DOLLAR,1766,88,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/8/2012,5/10/2012,3,Death Cab For Cutie,"Magik Magik Orchestra, Youth Lagoon",5165,226518,226518,US DOLLAR,1721,100,39.5,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/4/2012,5/5/2012,2,Snow Patrol,Rousseau,5143,192925,192925,US DOLLAR,2800,92,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/2/2012,5/2/2012,1,Edward Sharpe & The Magnetic Zeros,Aaron Embry,2800,91000,91000,US DOLLAR,2800,100,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/27/2012,4/27/2012,1,Mastodon / Opeth,Ghost,2484,80860,80860,US DOLLAR,2800,89,32.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/24/2012,4/24/2012,1,Tune-Yards / St. Vincent,Kapowski,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/20/2012,4/21/2012,2,STS9,Nosaj Thing,4628,136473,136473,US DOLLAR,2800,83,27.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/19/2012,4/19/2012,1,Donald Glover,Danny Brown (Rapper),2800,70000,70000,US DOLLAR,2800,100,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/17/2012,4/17/2012,1,Justice,The Rapture,2800,110600,110600,US DOLLAR,2800,100,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/16/2012,4/16/2012,1,Counting Crows,Mean Creek,2800,147750,147750,US DOLLAR,2800,100,45,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/13/2012,4/13/2012,1,Andrew Bird,Laura Marling,2800,105000,105000,US DOLLAR,2800,100,37.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/12/2012,4/12/2012,1,Miike Snow,Penguin Prison,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/9/2012,4/10/2012,2,Jeff Mangum,,5495,197876,197876,US DOLLAR,2800,98.5,36,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/5/2012,4/5/2012,1,Rodrigo y Gabriela,Bobby Long,2800,126000,126000,US DOLLAR,2800,100,45,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/31/2012,4/1/2012,2,Bob Weir / Bruce Hornsby,,3524,183845,183845,US DOLLAR,1762,100,39.5,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/30/2012,3/30/2012,1,Beats Antique,"Filastine, Loyd Family Players",2800,71015,71015,US DOLLAR,2800,100,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/24/2012,3/24/2012,1,The Magnetic Fields,Bachelorette,2511,88165,88165,US DOLLAR,2800,90,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/17/2012,3/17/2012,1,Umphrey's McGee,The Mother Hips,1956,49735,49735,US DOLLAR,2800,70,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/15/2012,3/15/2012,1,Willie Nelson,Pegi Young,2800,154000,154000,US DOLLAR,2800,100,55,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
